commit af8116d9df1e7265a038fd4bdf8cd68f47b6944e
2018/09/18 03:47:02.879441344
144,49,1
143,50,1
140,47,1
139,47,1
140,48,1
138,46,1
140,47,1
139,47,1
140,48,1
139,47,1
280,96,1
280,95,1
280,96,1
277,93,1
279,95,1
279,95,1
278,95,1
279,94,1
279,95,1
280,96,1
165,68,1
165,69,1
164,68,1
163,67,1
164,68,1
164,67,1
165,68,1
163,67,1
163,67,1
164,68,1
337,140,1
337,140,1
337,139,1
335,139,1
337,140,1
338,141,1
337,141,1
337,140,1
337,140,1
336,139,1
255,115,1
253,115,1
254,115,1
253,115,1
255,115,1
254,115,1
254,115,1
254,115,1
254,115,1
253,115,1
548,249,1
548,248,1
547,248,1
548,248,1
546,248,1
547,248,1
548,249,1
546,248,1
547,248,1
547,248,1
545,257,1
544,257,1
544,257,1
544,257,1
544,257,1
544,257,1
544,257,1
544,257,1
543,256,1
543,257,1
941,446,1
941,446,1
943,446,1
942,446,1
942,445,1
940,445,1
941,445,1
942,445,1
943,446,1
941,445,1
992,479,1
992,478,1
991,479,1
993,478,1
992,478,1
992,479,1
993,479,1
991,479,1
993,479,1
992,479,1
2180,1054,1
2183,1055,1
2182,1055,1
2185,1055,1
2184,1055,1
2181,1054,1
2183,1055,1
2186,1055,1
2185,1056,1
2187,1054,1
2046,994,1
2034,993,1
2032,993,1
2034,992,1
2034,992,1
2034,992,1
2033,993,1
2033,994,1
2034,992,1
2032,992,1
4260,2081,1
4266,2083,1
4265,2082,1
4268,2082,1
4266,2083,1
4270,2082,1
4269,2082,1
4271,2082,1
4264,2082,1
4270,2082,1
551,188,1
554,192,1
553,190,1
549,184,1
554,191,1
550,187,1
550,188,1
547,184,1
553,189,1
549,186,1
1092,370,1
1102,380,1
1101,377,1
1099,377,1
1098,373,1
1105,382,1
1102,380,1
1098,377,1
1087,363,1
1098,377,1
645,267,1
646,270,1
645,268,1
646,271,1
645,269,1
643,267,1
643,267,1
645,269,1
646,270,1
644,267,1
1324,548,1
1331,553,1
1329,553,1
1331,555,1
1327,549,1
1326,549,1
1330,553,1
1333,557,1
1332,556,1
1328,551,1
998,456,1
994,453,1
994,453,1
993,451,1
993,452,1
994,453,1
995,454,1
990,451,1
993,452,1
992,452,1
2142,976,1
2143,975,1
2141,974,1
2147,977,1
2144,975,1
2145,977,1
2148,979,1
2142,976,1
2145,974,1
2142,977,1
2152,1020,1
2152,1021,1
2146,1020,1
2148,1019,1
2145,1020,1
2144,1019,1
2146,1019,1
2149,1022,1
2148,1021,1
2144,1019,1
3708,1762,1
3709,1761,1
3710,1764,1
3709,1763,1
3707,1762,1
3711,1762,1
3709,1761,1
3709,1761,1
3706,1759,1
3706,1760,1
3942,1916,1
3949,1920,1
3946,1919,1
3941,1916,1
3943,1916,1
3940,1916,1
3942,1914,1
3941,1915,1
3943,1916,1
3945,1918,1
8693,4225,1
8697,4225,1
8701,4230,1
8685,4217,1
8688,4219,1
8685,4219,1
8681,4219,1
8693,4224,1
8700,4225,1
8683,4222,1
8085,3967,1
8094,3978,1
8103,3975,1
8073,3969,1
8076,3966,1
8071,3960,1
8068,3962,1
8061,3958,1
8064,3958,1
8075,3965,1
16914,8303,1
16942,8317,1
16961,8323,1
16911,8300,1
16909,8298,1
16908,8292,1
16933,8311,1
16915,8298,1
16951,8314,1
16970,8339,1
512,179,1
508,175,1
507,175,1
508,177,1
