commit 428255932ea6ef6449df2a4fe9caab28bdce564e
2018/09/18 11:58:26.391192107
76,27,1
72,24,1
72,25,1
71,24,1
71,24,1
71,24,1
71,25,1
71,25,1
70,24,1
72,25,1
143,51,1
142,50,1
143,51,1
144,51,1
142,50,1
142,49,1
142,49,1
143,50,1
142,50,1
143,50,1
77,31,1
76,30,1
78,32,1
76,30,1
76,31,1
75,30,1
78,33,1
76,30,1
76,30,1
76,30,1
158,65,1
154,62,1
155,63,1
155,63,1
154,62,1
155,64,1
154,62,1
155,64,1
154,62,1
154,63,1
116,52,1
116,52,1
116,52,1
117,52,1
115,52,1
116,52,1
116,52,1
116,52,1
116,52,1
116,52,1
239,107,1
241,108,1
239,107,1
239,107,1
239,107,1
239,107,1
239,107,1
240,107,1
239,107,1
240,108,1
227,107,1
225,106,1
225,105,1
225,106,1
225,106,1
225,105,1
225,106,1
225,106,1
225,106,1
226,106,1
406,191,1
405,191,1
406,191,1
406,192,1
406,193,1
405,191,1
405,192,1
404,191,1
405,191,1
406,192,1
411,198,1
410,198,1
415,198,1
410,198,1
410,198,1
410,198,1
409,198,1
409,198,1
410,198,1
411,199,1
882,427,1
886,430,1
887,429,1
885,429,1
885,429,1
886,430,1
884,429,1
886,428,1
885,428,1
886,429,1
854,418,1
855,419,1
854,418,1
854,418,1
852,416,1
853,417,1
854,418,1
854,417,1
854,418,1
855,419,1
1769,866,1
1767,864,1
1772,869,1
1771,869,1
1766,864,1
1772,867,1
1769,865,1
1769,864,1
1767,864,1
1772,866,1
287,98,1
289,104,1
284,97,1
283,97,1
283,97,1
282,95,1
287,100,1
287,101,1
287,100,1
286,99,1
573,200,1
564,194,1
568,200,1
571,202,1
569,201,1
570,203,1
572,204,1
569,198,1
568,197,1
568,198,1
302,124,1
299,122,1
302,125,1
300,124,1
298,121,1
302,126,1
297,121,1
298,120,1
301,124,1
299,122,1
609,247,1
618,255,1
613,251,1
612,249,1
613,253,1
614,254,1
611,252,1
611,248,1
607,245,1
615,253,1
449,203,1
448,201,1
446,200,1
445,200,1
444,198,1
445,198,1
444,199,1
447,200,1
448,203,1
447,201,1
921,412,1
919,410,1
916,408,1
924,411,1
925,417,1
921,412,1
920,410,1
921,412,1
920,411,1
922,412,1
882,416,1
883,418,1
880,414,1
881,416,1
881,416,1
882,415,1
882,416,1
882,414,1
884,416,1
887,417,1
1581,745,1
1576,743,1
1576,744,1
1581,745,1
1585,746,1
1580,747,1
1586,746,1
1581,745,1
1587,745,1
1587,751,1
1643,799,1
1640,799,1
1638,795,1
1645,800,1
1642,800,1
1642,798,1
1640,797,1
1643,798,1
1641,799,1
1650,800,1
3537,1719,1
3542,1725,1
3541,1720,1
3558,1732,1
3555,1729,1
3546,1725,1
3542,1725,1
3548,1728,1
3548,1730,1
3539,1717,1
3346,1644,1
3353,1644,1
3351,1645,1
3391,1665,1
3377,1673,1
3357,1649,1
3358,1657,1
3352,1649,1
3346,1644,1
3353,1648,1
6983,3455,1
6993,3438,1
6984,3443,1
7042,3412,1
7038,3434,1
6919,3395,1
6967,3402,1
6944,3403,1
6934,3399,1
6958,3415,1
249,95,1
248,97,1
248,95,1
248,94,1
247,95,1
247,95,1
245,93,1
248,95,1
246,94,1
247,95,1
492,189,1
495,191,1
489,185,1
498,195,1
493,188,1
497,193,1
496,192,1
493,189,1
495,191,1
497,193,1
293,136,1
288,132,1
289,133,1
291,135,1
291,136,1
289,135,1
290,135,1
289,134,1
290,135,1
291,135,1
597,278,1
597,278,1
600,280,1
597,278,1
596,278,1
597,278,1
596,277,1
602,283,1
598,279,1
599,279,1
463,234,1
460,232,1
460,232,1
461,233,1
462,233,1
461,232,1
461,233,1
462,233,1
461,233,1
462,234,1
978,495,1
979,496,1
981,498,1
981,498,1
978,495,1
979,496,1
978,494,1
982,499,1
979,495,1
978,495,1
995,524,1
992,523,1
995,525,1
995,525,1
994,523,1
994,523,1
993,523,1
995,524,1
993,524,1
995,525,1
1745,916,1
1745,917,1
1748,918,1
1745,916,1
1746,917,1
1748,920,1
1749,919,1
1748,918,1
1745,917,1
1743,916,1
1848,991,1
1849,991,1
1849,992,1
1852,994,1
1850,993,1
1853,995,1
1857,997,1
1852,994,1
1917,993,1
1850,992,1
4037,2168,1
4045,2173,1
4046,2178,1
4040,2173,1
4041,2171,1
4037,2170,1
4035,2168,1
4036,2168,1
4036,2169,1
4042,2173,1
3801,2059,1
3804,2062,1
3806,2065,1
3804,2060,1
3799,2060,1
3807,2063,1
3803,2064,1
3795,2057,1
3793,2056,1
3801,2060,1
7919,4301,1
7928,4302,1
7933,4306,1
7923,4302,1
7914,4295,1
7914,4290,1
7908,4289,1
7914,4296,1
7909,4292,1
7915,4295,1
1010,334,1
1002,336,1
999,328,1
1000,331,1
1009,340,1
1006,339,1
994,325,1
997,335,1
1000,340,1
999,339,1
1980,669,1
1977,664,1
1971,660,1
1979,665,1
1978,663,1
1979,666,1
2000,672,1
1993,658,1
2002,670,1
1977,662,1
1239,521,1
1233,519,1
1242,526,1
1246,521,1
1248,521,1
1233,521,1
1235,515,1
1236,517,1
1240,522,1
1244,517,1
2559,1068,1
2561,1066,1
2563,1062,1
2541,1052,1
2540,1055,1
2547,1057,1
2552,1059,1
2550,1056,1
2544,1053,1
2557,1065,1
1972,900,1
1967,903,1
1954,901,1
1957,892,1
1959,895,1
1975,905,1
1951,895,1
1966,900,1
1965,901,1
1963,894,1
4240,1933,1
4263,1949,1
4261,1947,1
4274,1953,1
4270,1949,1
4258,1950,1
4259,1948,1
4253,1941,1
4252,1942,1
4245,1957,1
4425,2116,1
4388,2099,1
4384,2099,1
4397,2109,1
4387,2105,1
4377,2095,1
4370,2095,1
4402,2102,1
4381,2104,1
4393,2111,1
7585,3663,1
7552,3651,1
7513,3614,1
7513,3595,1
7547,3638,1
7634,3712,1
7524,3616,1
7639,3732,1
7551,3626,1
7512,3599,1
8444,4157,1
8390,4105,1
8391,4104,1
8350,4066,1
8337,4055,1
8378,4086,1
8381,4083,1
8421,4098,1
8381,4089,1
8421,4078,1
18411,8957,1
18472,8951,1
18448,9005,1
18432,8928,1
18465,8979,1
18532,8955,1
18565,9065,1
18568,9031,1
18438,8981,1
18463,8939,1
17444,8631,1
17481,8594,1
17547,8630,1
17457,8614,1
17518,8590,1
17493,8599,1
17508,8613,1
17511,8612,1
17508,8609,1
17494,8622,1
36869,18142,1
36716,18159,1
36825,18155,1
36742,18042,1
36743,18079,1
36798,18137,1
36612,18022,1
36788,18018,1
36720,18046,1
36611,18071,1
1195,399,1
1194,397,1
1193,398,1
1197,401,1
1200,405,1
1189,392,1
1199,405,1
1192,397,1
1206,411,1
1199,405,1
2378,796,1
2368,784,1
2377,787,1
2383,792,1
2387,799,1
2381,796,1
2368,785,1
2376,790,1
2376,787,1
2410,816,1
1519,642,1
1517,641,1
1519,642,1
1510,635,1
1509,634,1
1518,643,1
1517,643,1
1519,637,1
1509,635,1
1512,638,1
3128,1328,1
3126,1319,1
3143,1331,1
3135,1329,1
3125,1317,1
3119,1320,1
3129,1324,1
3127,1320,1
3125,1320,1
3135,1333,1
2446,1117,1
2432,1108,1
2415,1112,1
2410,1111,1
2415,1113,1
2415,1120,1
2442,1142,1
2421,1119,1
2412,1119,1
2406,1105,1
5262,2425,1
5307,2467,1
5249,2414,1
5252,2414,1
5272,2431,1
5257,2422,1
5271,2429,1
5257,2421,1
5282,2436,1
5276,2439,1
5460,2610,1
5462,2614,1
5463,2615,1
5452,2618,1
5473,2630,1
5450,2610,1
5464,2624,1
5468,2622,1
5489,2638,1
5485,2632,1
9328,4483,1
9303,4457,1
9337,4475,1
9321,4467,1
9318,4461,1
9314,4458,1
9397,4529,1
9354,4491,1
9332,4475,1
9332,4472,1
10236,5003,1
10233,5006,1
10286,5040,1
10259,5026,1
10250,5013,1
10264,5015,1
10281,5029,1
10276,5026,1
10242,5011,1
10247,5014,1
22675,11073,1
22666,11074,1
22644,11074,1
22625,11070,1
22678,11098,1
22724,11094,1
22961,11116,1
22748,11109,1
22666,11060,1
22681,11063,1
21183,10461,1
21233,10499,1
21235,10489,1
21249,10504,1
21181,10457,1
21212,10478,1
21176,10460,1
21180,10455,1
21178,10464,1
21151,10465,1
44629,22090,1
44682,22088,1
44751,22137,1
44811,22167,1
44599,22042,1
44575,22033,1
44661,22067,1
44643,22068,1
44515,22063,1
44585,22031,1
16082,6740,1
12906,6386,1
14783,6930,1
14121,7051,1
14253,7248,1
14051,7147,1
12600,5814,1
14361,6344,1
13841,6957,1
14049,6917,1
30879,14526,1
25822,13474,1
29424,14618,1
27719,11785,1
24498,12202,1
32594,14598,1
31050,14731,1
29579,12267,1
28754,13884,1
26805,13187,1
9088,4501,1
9281,5188,1
8877,4320,1
9129,4441,1
7007,3367,1
8297,4049,1
8834,4822,1
10061,4708,1
8337,4351,1
7320,3767,1
15913,7975,1
16613,8035,1
17330,8565,1
15743,7067,1
14602,6564,1
15807,7288,1
17407,8393,1
14067,7108,1
17051,7782,1
13325,6530,1
6250,3076,1
6946,3317,1
6998,3567,1
4415,2211,1
4417,2183,1
6806,3312,1
5581,2766,1
5671,2739,1
6065,3264,1
5707,2758,1
10139,5166,1
8899,4240,1
9048,4617,1
9242,4646,1
10555,5188,1
9752,4788,1
12655,6330,1
11149,6583,1
10932,5923,1
8579,4227,1
4599,2355,1
3470,1670,1
4491,2226,1
3679,1859,1
3351,1684,1
4467,2228,1
4223,2559,1
3443,1790,1
3485,1651,1
3559,1943,1
8601,4221,1
7740,3335,1
7858,4649,1
6418,3139,1
6655,3110,1
6455,3235,1
8875,4314,1
6578,3124,1
7853,4052,1
7195,3992,1
4081,2394,1
3806,1987,1
4499,2495,1
3876,1659,1
3591,1909,1
3781,1944,1
3537,1825,1
3307,1648,1
4361,1878,1
3309,1652,1
7123,2985,1
7111,3321,1
6130,2779,1
5858,2968,1
7206,2812,1
7268,2741,1
5654,2732,1
6551,3093,1
6268,3087,1
5688,2724,1
71,24,1
68,23,1
68,23,1
67,22,1
68,24,1
66,22,1
67,23,1
68,24,1
69,25,1
67,22,1
135,45,1
136,46,1
138,48,1
137,47,1
136,46,1
136,45,1
136,45,1
137,46,1
135,44,1
136,45,1
59,23,1
59,23,1
